gene,disease,human_uid,match_uid,match_species,score,h_gini,m_gini,h_n,m_n,h_conc,m_conc,h_falpha,m_falpha
COMP,Multiple epiphyseal dysplasia 1; Pseudoachondroplasia; Carpal tunnel syndrome 2,P49747,O80809,arabidopsis,92,0.9195,0.9293,753,716,182.0,198.0,0.23,0.27
FAM20C,Raine syndrome,Q8IXL6,Q1MTR5,fission_yeast,92,0.9289,0.9125,580,552,139.0,103.0,0.39,0.38
FAM20C,Raine syndrome,Q8IXL6,P06115,yeast,92,0.9289,0.9261,580,558,139.0,172.0,0.39,0.42
CHRNA4,"Epilepsy, nocturnal frontal lobe, 1",P43681,Q9LXA5,arabidopsis,92,0.931,0.9152,623,647,147.0,195.0,0.36,0.35
CHRNA4,"Epilepsy, nocturnal frontal lobe, 1",P43681,Q8BH04,mouse,92,0.931,0.9334,623,636,147.0,220.0,0.36,0.34
PRKCH,Ischemic stroke,P24723,Q8L7I2,arabidopsis,92,0.9153,0.9084,679,774,125.0,127.0,0.31,0.33
PRKCH,Ischemic stroke,P24723,Q9GLE4,cow,92,0.9153,0.9092,679,578,125.0,97.0,0.31,0.31
PRKCH,Ischemic stroke,P24723,Q54BK2,dictyostelium,92,0.9153,0.923,679,710,125.0,86.0,0.31,0.3
PRKCH,Ischemic stroke,P24723,Q54GE1,dictyostelium,92,0.9153,0.8966,679,667,125.0,97.0,0.31,0.31
PRKCH,Ischemic stroke,P24723,Q54H45,dictyostelium,92,0.9153,0.9058,679,686,125.0,124.0,0.31,0.27
PRKCH,Ischemic stroke,P24723,O62446,worm,92,0.9153,0.9184,679,659,125.0,205.0,0.31,0.3
TRDN,"Cardiac arrhythmia syndrome, with or without skeletal muscle weakness",Q13061,P15143,chicken,92,0.9386,0.9412,725,735,143.0,196.0,0.16,0.21
GALT,Galactosemia 1,P07902,Q6AYT0,rat,92,0.9681,0.9616,375,325,168.0,209.0,0.41,0.39
GBA1,Gaucher disease; Gaucher disease 1; Gaucher disease 2; Gaucher disease 3; Gaucher disease 3C; Gaucher disease perinatal ,P04062,Q9V9J3,fly,92,0.9298,0.9153,532,513,148.0,148.0,0.33,0.33
GBA1,Gaucher disease; Gaucher disease 1; Gaucher disease 2; Gaucher disease 3; Gaucher disease 3C; Gaucher disease perinatal ,P04062,Q6I5Y0,rice,92,0.9298,0.9336,532,515,148.0,112.0,0.33,0.3
GBA1,Gaucher disease; Gaucher disease 1; Gaucher disease 2; Gaucher disease 3; Gaucher disease 3C; Gaucher disease perinatal ,P04062,P91863,worm,92,0.9298,0.9294,532,533,148.0,180.0,0.33,0.29
TNFRSF10B,Squamous cell carcinoma of the head and neck,O14763,Q9FLF7,arabidopsis,92,0.9265,0.9269,436,441,133.0,144.0,0.32,0.36
TNFRSF10B,Squamous cell carcinoma of the head and neck,O14763,Q8R205,mouse,92,0.9265,0.9215,436,431,133.0,103.0,0.32,0.29
TNFRSF10B,Squamous cell carcinoma of the head and neck,O14763,Q99JB6,mouse,92,0.9265,0.9105,436,425,133.0,99.0,0.32,0.32
TNFRSF10B,Squamous cell carcinoma of the head and neck,O14763,O09139,rat,92,0.9265,0.9179,436,428,133.0,70.0,0.32,0.31
TNFRSF10B,Squamous cell carcinoma of the head and neck,O14763,Q84SN3,rice,92,0.9265,0.9216,436,429,133.0,168.0,0.32,0.31
IL6ST,"Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections; Hyper-IgE syndrome 4B, autosomal recessive, with r",P40189,Q5DRA2,chimp,92,0.9298,0.9345,914,940,228.0,210.0,0.13,0.16
IL6ST,"Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections; Hyper-IgE syndrome 4B, autosomal recessive, with r",P40189,Q5DRF1,chimp,92,0.9298,0.9317,914,946,228.0,187.0,0.13,0.15
MFRP,"Nanophthalmos 2; Microphthalmia, isolated, 5",Q9BY79,P24643,dog,92,0.9357,0.917,575,589,117.0,121.0,0.21,0.2
MFRP,"Nanophthalmos 2; Microphthalmia, isolated, 5",Q9BY79,Q8C5L3,mouse,92,0.9357,0.9276,575,536,117.0,163.0,0.21,0.2
ARR3,"Myopia 26, X-linked, female-limited",P36575,Q8VCG3,mouse,92,0.9065,0.9041,384,380,120.0,135.0,0.18,0.17
ARR3,"Myopia 26, X-linked, female-limited",P36575,Q8VHK6,rat,92,0.9065,0.916,384,381,120.0,71.0,0.18,0.18
KAT6B,"Ohdo syndrome, SBBYS variant; Genitopatellar syndrome",Q8WYB5,Q10172,fission_yeast,92,0.9236,0.9175,2069,1790,220.0,175.0,0.18,0.21
NFIA,Brain malformations with or without urinary tract defects,Q12857,P56671,mouse,92,0.9618,0.9618,505,473,159.0,135.0,0.27,0.26
MOGS,Type IIb congenital disorder of glycosylation,Q13724,Q8ZNH6,salmonella,92,0.9264,0.9182,833,824,145.0,120.0,0.39,0.42
MOGS,Type IIb congenital disorder of glycosylation,Q13724,Q965Q8,worm,92,0.9264,0.9084,833,802,145.0,168.0,0.39,0.38
RTN4R,Schizophrenia,Q9BZR6,Q7TN84,mouse,92,0.9394,0.946,469,551,157.0,120.0,0.18,0.17
RTN4R,Schizophrenia,Q9BZR6,Q8CB67,mouse,92,0.9394,0.9456,469,479,157.0,130.0,0.18,0.21
FBXW4,Split-hand/foot malformation 3,P57775,Q93W34,arabidopsis,92,0.9279,0.9278,408,411,114.0,168.0,0.29,0.27
FBXW4,Split-hand/foot malformation 3,P57775,Q3TSG4,mouse,92,0.9279,0.9357,408,391,114.0,87.0,0.29,0.3
FBXW4,Split-hand/foot malformation 3,P57775,Q920N7,mouse,92,0.9279,0.9454,408,417,114.0,80.0,0.29,0.27
ZNF341,"Hyper-IgE syndrome 3, autosomal recessive, with recurrent infections",Q9BYN7,P13134,yeast,92,0.9135,0.9047,850,810,104.0,117.0,0.22,0.26
NTRK2,"Developmental and epileptic encephalopathy 58; Obesity, hyperphagia, and developmental delay",Q16620,Q7M3M8,fly,92,0.9158,0.923,818,789,122.0,119.0,0.28,0.27
NTRK2,"Developmental and epileptic encephalopathy 58; Obesity, hyperphagia, and developmental delay",Q16620,O35430,rat,92,0.9158,0.9124,818,835,122.0,145.0,0.28,0.25
LRRC32,"Cleft palate, proliferative retinopathy, and developmental delay",Q14392,Q5KSV0,dictyostelium,92,0.9404,0.9577,658,646,135.0,114.0,0.28,0.25
LRRC32,"Cleft palate, proliferative retinopathy, and developmental delay",Q14392,Q810C1,mouse,92,0.9404,0.9301,658,692,135.0,116.0,0.28,0.26
SOHLH1,Spermatogenic failure 32; Ovarian dysgenesis 5,Q5JUK2,Q8VH31,mouse,92,0.9361,0.9314,324,283,108.0,147.0,0.22,0.23
SLITRK1,Trichotillomania,Q96PX8,O80809,arabidopsis,92,0.9315,0.9293,692,716,109.0,198.0,0.26,0.27
SLITRK1,Trichotillomania,Q96PX8,P28826,rat,92,0.9315,0.9232,692,700,109.0,101.0,0.26,0.26
CHM,Choroideremia,P24386,Q9W568,fly,92,0.9213,0.9234,649,607,133.0,106.0,0.31,0.28
CHM,Choroideremia,P24386,A0A286YEC0,mouse,92,0.9213,0.9308,649,695,133.0,126.0,0.31,0.31
CHM,Choroideremia,P24386,Q6PB97,mouse,92,0.9213,0.9156,649,670,133.0,202.0,0.31,0.28
CHM,Choroideremia,P24386,Q9R0S2,mouse,92,0.9213,0.9309,649,614,133.0,132.0,0.31,0.29
CHM,Choroideremia,P24386,Q45R42,rat,92,0.9213,0.9298,649,648,133.0,68.0,0.31,0.27
CHM,Choroideremia,P24386,A0A1D5NSK0,zebrafish,92,0.9213,0.9332,649,619,133.0,103.0,0.31,0.29
IFNAR2,Immunodeficiency 45,P48551,Q8BQH6,mouse,92,0.9231,0.9154,511,536,99.0,80.0,0.15,0.16
AMN,Imerslund-Grasbeck syndrome 2,Q9BXJ7,P51578,rat,92,0.9481,0.9383,449,451,127.0,199.0,0.31,0.32
IL1RAPL1,"Intellectual developmental disorder, X-linked 21",Q9NZN1,Q93Z24,arabidopsis,92,0.9163,0.9065,692,693,116.0,96.0,0.26,0.31
IL1RAPL1,"Intellectual developmental disorder, X-linked 21",Q9NZN1,A8T644,chimp,92,0.9163,0.9129,692,688,116.0,157.0,0.26,0.23
IL1RAPL1,"Intellectual developmental disorder, X-linked 21",Q9NZN1,Q91XL2,mouse,92,0.9163,0.9165,692,683,116.0,182.0,0.26,0.26
IL1RAPL1,"Intellectual developmental disorder, X-linked 21",Q9NZN1,O62446,worm,92,0.9163,0.9184,692,659,116.0,205.0,0.26,0.3
DLL4,Adams-Oliver syndrome 6,Q9NR61,Q9QXD8,mouse,92,0.9282,0.9109,681,664,120.0,115.0,0.18,0.19
NCF1,"Granulomatous disease, chronic, autosomal recessive, 1",P14598,P25856,arabidopsis,92,0.9336,0.928,386,392,127.0,161.0,0.34,0.34
NCF1,"Granulomatous disease, chronic, autosomal recessive, 1",P14598,Q9M439,arabidopsis,92,0.9336,0.9212,386,384,127.0,120.0,0.34,0.34
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia,Q9NZU0,O89103,mouse,92,0.9461,0.9416,645,640,130.0,155.0,0.18,0.2
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia,Q9NZU0,Q02496,mouse,92,0.9461,0.9518,645,626,130.0,248.0,0.18,0.16
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia,Q9NZU0,Q8BLY3,mouse,92,0.9461,0.9399,645,622,130.0,151.0,0.18,0.19
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia,Q9NZU0,Q9CZT5,mouse,92,0.9461,0.942,645,669,130.0,106.0,0.18,0.22
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia,Q9NZU0,B0BNK7,rat,92,0.9461,0.9393,645,622,130.0,120.0,0.18,0.18
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia,Q9NZU0,D3ZHH1,rat,92,0.9461,0.9459,645,682,130.0,171.0,0.18,0.17
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia,Q9NZU0,D4A1J9,rat,92,0.9461,0.9372,645,715,130.0,122.0,0.18,0.17
HNRNPDL,"Muscular dystrophy, limb-girdle, autosomal dominant 3",O14979,Q8K352,mouse,92,0.9188,0.9155,416,376,133.0,117.0,0.18,0.18
ERCC8,Cockayne syndrome A; UV-sensitive syndrome 2,Q13216,Q3EBM5,arabidopsis,92,0.9285,0.9259,392,443,130.0,93.0,0.22,0.24
ERCC8,Cockayne syndrome A; UV-sensitive syndrome 2,Q13216,Q9M8Z8,arabidopsis,92,0.9285,0.9358,392,412,130.0,135.0,0.22,0.24
SYN1,"Epilepsy, X-linked 1, with variable learning disabilities and behavior disorders; Intellectual developmental disorder, X",P17600,Q54I92,dictyostelium,92,0.9187,0.9142,701,715,108.0,85.0,0.19,0.21
SYN1,"Epilepsy, X-linked 1, with variable learning disabilities and behavior disorders; Intellectual developmental disorder, X",P17600,Q9QXD8,mouse,92,0.9187,0.9109,701,664,108.0,115.0,0.19,0.19
SYN1,"Epilepsy, X-linked 1, with variable learning disabilities and behavior disorders; Intellectual developmental disorder, X",P17600,Q9JIT3,rat,92,0.9187,0.909,701,760,108.0,138.0,0.19,0.2
SYN1,"Epilepsy, X-linked 1, with variable learning disabilities and behavior disorders; Intellectual developmental disorder, X",P17600,Q5NB85,rice,92,0.9187,0.9201,701,695,108.0,128.0,0.19,0.24
CDC40,Pontocerebellar hypoplasia 15,O60508,Q28172,cow,92,0.9174,0.9182,575,577,118.0,90.0,0.22,0.19
CDC40,Pontocerebellar hypoplasia 15,O60508,Q0DKP4,rice,92,0.9174,0.9091,575,589,118.0,96.0,0.22,0.19
TLR3,"Immunodeficiency 83, susceptibility to viral infections",O15455,Q86AH2,dictyostelium,92,0.9204,0.9147,900,933,86.0,64.0,0.33,0.31
NGF,"Neuropathy, hereditary sensory and autonomic, 5",P01138,Q5A0Y2,candida,92,0.9331,0.9137,237,244,98.0,107.0,0.27,0.29
NGF,"Neuropathy, hereditary sensory and autonomic, 5",P01138,P62705,cat,92,0.9331,0.9362,237,259,98.0,110.0,0.27,0.27
NGF,"Neuropathy, hereditary sensory and autonomic, 5",P01138,A2VDN0,cow,92,0.9331,0.9235,237,267,98.0,89.0,0.27,0.28
NGF,"Neuropathy, hereditary sensory and autonomic, 5",P01138,Q49BZ4,cow,92,0.9331,0.935,237,243,98.0,91.0,0.27,0.28
NGF,"Neuropathy, hereditary sensory and autonomic, 5",P01138,Q9VMY1,fly,92,0.9331,0.9426,237,243,98.0,60.0,0.27,0.28
RNF220,"Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy",Q5VTB9,Q8MR37,fly,92,0.927,0.9201,562,566,88.0,80.0,0.22,0.27
NECTIN1,"Ectodermal dysplasia, Margarita Island type; Non-syndromic orofacial cleft 7",Q15223,A0A8M2B818,zebrafish,92,0.9191,0.9158,513,492,85.0,93.0,0.13,0.15
SPACA1,Spermatogenic failure 85,Q9HBV2,Q9D780,mouse,92,0.9206,0.9246,290,281,84.0,56.0,0.28,0.29
SPACA1,Spermatogenic failure 85,Q9HBV2,Q51564,pseudomonas,92,0.9206,0.9165,290,272,84.0,89.0,0.28,0.28
DBH,Orthostatic hypotension 1,P09172,Q8VXX5,arabidopsis,92,0.9282,0.9208,613,585,106.0,70.0,0.22,0.21
DBH,Orthostatic hypotension 1,P09172,P42201,cow,92,0.9282,0.9309,613,642,106.0,139.0,0.22,0.17
PLD3,Spinocerebellar ataxia 46,Q8IV08,F4K5K4,arabidopsis,92,0.9256,0.9283,486,481,96.0,107.0,0.39,0.35
PLD3,Spinocerebellar ataxia 46,Q8IV08,A5D7T4,cow,92,0.9256,0.9228,486,491,96.0,73.0,0.39,0.38
CD40,Immunodeficiency with hyper-IgM 3,P25942,Q9PHM1,campylobacter,92,0.9341,0.9307,273,271,107.0,164.0,0.19,0.18
CD40,Immunodeficiency with hyper-IgM 3,P25942,O35906,mouse,92,0.9341,0.932,273,263,107.0,98.0,0.19,0.17
CD40,Immunodeficiency with hyper-IgM 3,P25942,Q9EPC2,mouse,92,0.9341,0.9413,273,247,107.0,120.0,0.19,0.19
CD40,Immunodeficiency with hyper-IgM 3,P25942,O54947,rat,92,0.9341,0.9345,273,303,107.0,101.0,0.19,0.2
HOXA2,"Microtia, hearing impairment, and cleft palate; Microtia with or without hearing impairment",O43364,P53784,mouse,92,0.9267,0.9365,372,371,105.0,125.0,0.18,0.23
HNRNPH2,"Intellectual developmental disorder, X-linked, syndromic, Bain type",P55795,Q9SJR5,arabidopsis,92,0.9237,0.9187,445,394,86.0,63.0,0.18,0.17
HNRNPH2,"Intellectual developmental disorder, X-linked, syndromic, Bain type",P55795,F1R8Z9,zebrafish,92,0.9237,0.9075,445,438,86.0,67.0,0.18,0.21
DCT,"Albinism, oculocutaneous, 8",P40126,Q8L7B2,arabidopsis,92,0.9384,0.9278,515,493,83.0,111.0,0.39,0.4
B4GALT7,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",Q9UBV7,Q8W571,arabidopsis,92,0.9471,0.9345,323,319,94.0,110.0,0.34,0.33
B4GALT7,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",Q9UBV7,Q9ZPE7,arabidopsis,92,0.9471,0.9363,323,310,94.0,133.0,0.34,0.32
B4GALT7,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",Q9UBV7,Q99KS6,mouse,92,0.9471,0.9285,323,336,94.0,115.0,0.34,0.37
TLE6,Oocyte/zygote/embryo maturation arrest 15,Q9H808,Q09392,worm,92,0.9212,0.9118,568,541,96.0,139.0,0.22,0.24
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,P56677,mouse,92,0.9297,0.937,851,851,86.0,168.0,0.22,0.22
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,Q62179,mouse,92,0.9297,0.9253,851,819,86.0,88.0,0.22,0.25
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,O77469,worm,92,0.9297,0.922,851,724,86.0,70.0,0.22,0.25
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,Q18253,worm,92,0.9297,0.9347,851,825,86.0,112.0,0.22,0.28
NAF1,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 7",Q96HR8,P15278,fly,92,0.9259,0.9323,490,504,71.0,99.0,0.11,0.14
NAF1,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 7",Q96HR8,Q9JKF6,mouse,92,0.9259,0.9227,490,511,71.0,80.0,0.11,0.13
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,Q810B9,mouse,92,0.9314,0.9322,841,976,135.0,100.0,0.21,0.21
DLL1,Neurodevelopmental disorder with non-specific brain abnormalities and with or without seizures,O00548,Q5A201,candida,92,0.9245,0.9057,719,708,72.0,53.0,0.15,0.14
DLL1,Neurodevelopmental disorder with non-specific brain abnormalities and with or without seizures,O00548,Q2WF71,mouse,92,0.9245,0.9224,719,762,72.0,76.0,0.15,0.15
RAB33B,Smith-McCort dysplasia 2,Q9H082,Q9PN78,campylobacter,92,0.9226,0.932,225,222,89.0,68.0,0.36,0.31
RAB33B,Smith-McCort dysplasia 2,Q9H082,Q2TBK2,cow,92,0.9226,0.9214,225,264,89.0,73.0,0.36,0.33
RAB33B,Smith-McCort dysplasia 2,Q9H082,P58044,mouse,92,0.9226,0.9246,225,223,89.0,88.0,0.36,0.38
RAB33B,Smith-McCort dysplasia 2,Q9H082,Q9DCG2,mouse,92,0.9226,0.911,225,224,89.0,97.0,0.36,0.34
TACSTD2,"Corneal dystrophy, gelatinous drop-like",P09758,Q3ZC12,cow,92,0.9237,0.9206,319,316,92.0,82.0,0.32,0.28
TACSTD2,"Corneal dystrophy, gelatinous drop-like",P09758,Q865C0,dog,92,0.9237,0.9314,319,316,92.0,88.0,0.32,0.28
TACSTD2,"Corneal dystrophy, gelatinous drop-like",P09758,P46617,maize,92,0.9237,0.9251,319,316,92.0,56.0,0.32,0.35
TACSTD2,"Corneal dystrophy, gelatinous drop-like",P09758,Q8C567,mouse,92,0.9237,0.9272,319,321,92.0,79.0,0.32,0.33
TACSTD2,"Corneal dystrophy, gelatinous drop-like",P09758,Q5RK09,rat,92,0.9237,0.9238,319,316,92.0,65.0,0.32,0.28
LINGO1,"Intellectual developmental disorder, autosomal recessive 64",Q96FE5,Q84MA2,arabidopsis,92,0.9385,0.9224,616,586,85.0,85.0,0.23,0.23
TBL1XR1,"Pierpont syndrome; Intellectual developmental disorder, autosomal dominant 41",Q9BZK7,Q9JIQ8,mouse,92,0.9331,0.9318,510,486,101.0,112.0,0.28,0.25
TBL1XR1,"Pierpont syndrome; Intellectual developmental disorder, autosomal dominant 41",Q9BZK7,O06291,tuberculosis,92,0.9331,0.9139,510,524,101.0,134.0,0.28,0.26
THBD,"Thrombophilia due to thrombomodulin defect; Hemolytic uremic syndrome, atypical, 6",P07204,Q1RMS4,cow,92,0.9276,0.9199,571,624,77.0,57.0,0.2,0.19
THBD,"Thrombophilia due to thrombomodulin defect; Hemolytic uremic syndrome, atypical, 6",P07204,Q8C985,mouse,92,0.9276,0.9374,571,563,77.0,63.0,0.2,0.13
YAP1,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",P46937,Q6I5Y0,rice,92,0.9336,0.9336,500,515,97.0,112.0,0.23,0.3
ELFN1,Dursun-Ozgul neurodevelopmental syndrome,P0C7U0,O64781,arabidopsis,92,0.921,0.915,824,827,94.0,84.0,0.28,0.35
ELFN1,Dursun-Ozgul neurodevelopmental syndrome,P0C7U0,Q9LIE4,arabidopsis,92,0.921,0.9142,824,702,94.0,84.0,0.28,0.29
IRF2BPL,"Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",Q9H1B7,Q9SHI3,arabidopsis,92,0.9343,0.9365,792,725,77.0,90.0,0.27,0.28
IL1R1,Chronic recurrent multifocal osteomyelitis 3,P14778,Q62611,rat,92,0.9281,0.9266,565,562,70.0,139.0,0.29,0.28
ENG,"Telangiectasia, hereditary hemorrhagic, 1",P17813,Q1RMS4,cow,92,0.925,0.9199,654,624,68.0,57.0,0.19,0.19
ENG,"Telangiectasia, hereditary hemorrhagic, 1",P17813,Q62005,mouse,92,0.925,0.9222,654,619,68.0,68.0,0.19,0.16
TMPRSS6,Iron-refractory iron deficiency anemia,Q8IU80,Q9SCV4,arabidopsis,92,0.9294,0.9172,807,848,99.0,94.0,0.26,0.27
TMPRSS6,Iron-refractory iron deficiency anemia,Q8IU80,Q28193,cow,92,0.9294,0.9362,807,793,99.0,109.0,0.26,0.27
TMPRSS6,Iron-refractory iron deficiency anemia,Q8IU80,Q9TTK6,cow,92,0.9294,0.9359,807,759,99.0,135.0,0.26,0.25
TMPRSS6,Iron-refractory iron deficiency anemia,Q8IU80,O70423,mouse,92,0.9294,0.923,807,761,99.0,140.0,0.26,0.26
TMPRSS6,Iron-refractory iron deficiency anemia,Q8IU80,Q62179,mouse,92,0.9294,0.9253,807,819,99.0,88.0,0.26,0.25
TMPRSS6,Iron-refractory iron deficiency anemia,Q8IU80,O08590,rat,92,0.9294,0.9305,807,759,99.0,86.0,0.26,0.27
TMPRSS6,Iron-refractory iron deficiency anemia,Q8IU80,O77469,worm,92,0.9294,0.922,807,724,99.0,70.0,0.26,0.25
TM2D3,Alzheimer disease,Q9BRN9,Q941A4,arabidopsis,92,0.9139,0.907,243,243,69.0,68.0,0.31,0.35
TM2D3,Alzheimer disease,Q9BRN9,Q9FKG1,arabidopsis,92,0.9139,0.9153,243,237,69.0,57.0,0.31,0.26
TM2D3,Alzheimer disease,Q9BRN9,Q54XH6,dictyostelium,92,0.9139,0.9193,243,277,69.0,71.0,0.31,0.31
TM2D3,Alzheimer disease,Q9BRN9,A0A1D6F5N5,maize,92,0.9139,0.9152,243,243,69.0,52.0,0.31,0.26
TM2D3,Alzheimer disease,Q9BRN9,B6UI56,maize,92,0.9139,0.9132,243,246,69.0,54.0,0.31,0.35
LIMS2,"Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue",Q7Z4I7,C0SPA5,bacillus,92,0.9301,0.9254,337,345,63.0,98.0,0.31,0.34
LIMS2,"Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue",Q7Z4I7,Q54Q39,dictyostelium,92,0.9301,0.9217,337,332,63.0,77.0,0.31,0.26
LIMS2,"Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue",Q7Z4I7,Q8BXQ3,mouse,92,0.9301,0.9326,337,352,63.0,57.0,0.31,0.3
NTRK1,Congenital insensitivity to pain with anhidrosis,P04629,C0LGW2,arabidopsis,92,0.9195,0.9097,792,880,55.0,45.0,0.3,0.33
NTRK1,Congenital insensitivity to pain with anhidrosis,P04629,Q9S7D9,arabidopsis,92,0.9195,0.9124,792,771,55.0,47.0,0.3,0.32
NTRK1,Congenital insensitivity to pain with anhidrosis,P04629,Q03146,mouse,92,0.9195,0.9123,792,907,55.0,60.0,0.3,0.28
MPZL2,"Deafness, autosomal recessive, 111",O60487,Q17QK9,cow,92,0.9303,0.9205,211,238,72.0,69.0,0.44,0.42
MPZL2,"Deafness, autosomal recessive, 111",O60487,O70255,mouse,92,0.9303,0.949,211,211,72.0,79.0,0.44,0.43
IFNGR2,Immunodeficiency 28,P38484,O54947,rat,92,0.9437,0.9345,333,303,88.0,101.0,0.23,0.2
CD19,"Immunodeficiency, common variable, 3",P15391,Q2KL21,dog,92,0.9186,0.9098,552,504,59.0,68.0,0.15,0.16
CD19,"Immunodeficiency, common variable, 3",P15391,P14753,mouse,92,0.9186,0.9271,552,503,59.0,69.0,0.15,0.15
CD19,"Immunodeficiency, common variable, 3",P15391,Q60846,mouse,92,0.9186,0.9205,552,494,59.0,82.0,0.15,0.15
SCN2B,"Atrial fibrillation, familial, 14",O60939,Q9PN78,campylobacter,92,0.9396,0.932,211,222,76.0,68.0,0.3,0.31
SCN2B,"Atrial fibrillation, familial, 14",O60939,Q2YFS2,mouse,92,0.9396,0.9292,211,220,76.0,76.0,0.3,0.28
SCN2B,"Atrial fibrillation, familial, 14",O60939,P54900,rat,92,0.9396,0.9254,211,211,76.0,66.0,0.3,0.32
TSHB,"Hypothyroidism, congenital, non-goitrous, 4",P01222,Q8GX02,arabidopsis,92,0.9304,0.9299,134,135,66.0,38.0,0.25,0.22
MAG,"Spastic paraplegia 75, autosomal recessive",P20916,B0JYH6,zebrafish,92,0.9239,0.9291,622,537,70.0,60.0,0.14,0.12
CSF2RA,Pulmonary surfactant metabolism dysfunction 4,P15509,O88786,mouse,92,0.9137,0.9156,396,379,66.0,122.0,0.18,0.18
CSF2RA,Pulmonary surfactant metabolism dysfunction 4,P15509,P27931,mouse,92,0.9137,0.8938,396,406,66.0,56.0,0.18,0.17
CSF2RA,Pulmonary surfactant metabolism dysfunction 4,P15509,Q61826,mouse,92,0.9137,0.9127,396,401,66.0,48.0,0.18,0.13
CSF2RA,Pulmonary surfactant metabolism dysfunction 4,P15509,Q21808,worm,92,0.9137,0.8962,396,391,66.0,55.0,0.18,0.17
VEZF1,"Cardiomyopathy, dilated, 1OO",Q14119,Q11120,fission_yeast,92,0.9279,0.9168,517,511,80.0,72.0,0.35,0.36
CD70,Lymphoproliferative syndrome 3,P32970,Q86A05,dictyostelium,92,0.9343,0.9236,189,192,63.0,64.0,0.3,0.28
WFDC2,Bronchiectasis and nasal polyposis,Q14508,P40057,yeast,92,0.9365,0.9275,120,124,53.0,61.0,0.25,0.19
TBL1X,"Hypothyroidism, congenital, non-goitrous, 8",O60907,Q9STW5,arabidopsis,92,0.9242,0.9091,573,602,70.0,49.0,0.26,0.26
TBL1X,"Hypothyroidism, congenital, non-goitrous, 8",O60907,Q8BHJ5,mouse,92,0.9242,0.9289,573,510,70.0,70.0,0.26,0.28
GMPPB,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A14; Muscular dystrophy-dystroglycanopathy,Q9Y5P6,O54864,mouse,92,0.9135,0.9234,356,408,43.0,53.0,0.3,0.31
GMPPB,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A14; Muscular dystrophy-dystroglycanopathy,Q9Y5P6,Q9I489,pseudomonas,92,0.9135,0.8938,356,340,43.0,38.0,0.3,0.29
GMPPB,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A14; Muscular dystrophy-dystroglycanopathy,Q9Y5P6,P9WIX5,tuberculosis,92,0.9135,0.9127,356,309,43.0,38.0,0.3,0.32
LFNG,"Spondylocostal dysostosis 3, autosomal recessive",Q8NES3,Q8HZR3,cow,92,0.9213,0.9276,375,394,52.0,94.0,0.42,0.41
B2M,"Immunodeficiency 43; Amyloidosis, hereditary systemic 6",P61769,Q8GX02,arabidopsis,92,0.9227,0.9299,115,135,51.0,38.0,0.2,0.22
FGF23,"Hypophosphatemic rickets, autosomal dominant; Tumoral calcinosis, hyperphosphatemic, familial, 2",Q9GZV9,P40949,bacillus,92,0.9288,0.9088,247,249,49.0,40.0,0.19,0.19
FGF23,"Hypophosphatemic rickets, autosomal dominant; Tumoral calcinosis, hyperphosphatemic, familial, 2",Q9GZV9,Q9QYZ8,mouse,92,0.9288,0.942,247,255,49.0,62.0,0.19,0.18
LHB,Hypogonadotropic hypogonadism 23 with or without anosmia,P01229,Q93VP3,arabidopsis,92,0.9252,0.932,137,155,39.0,53.0,0.16,0.16
LHB,Hypogonadotropic hypogonadism 23 with or without anosmia,P01229,P01634,mouse,92,0.9252,0.9349,137,132,39.0,38.0,0.16,0.17
LHB,Hypogonadotropic hypogonadism 23 with or without anosmia,P01229,P01232,pig,92,0.9252,0.927,137,137,39.0,29.0,0.16,0.19
