label,pdb_id,chain,n_residues,n_valid,gini,kappa2_mean,kappa2_median,kappa2_max,kappa2_std,alpha,beta,loop,frac_alpha,frac_beta,kappa2_alpha,kappa2_beta,kappa2_loop,ligand,ligand_atoms,top1_res,top1_kappa2
AF-O08842-F1-model_v6,AF,A,464,460,0.8549,41.2,3.5,6844.9,323.0,218,181,61,0.47,0.39,80.3,7.3,1.9,NONE,0,333,6844.9
AF-O08843-F1-model_v6,AF,A,95,91,0.9197,773.9,23.0,33601.8,3897.3,50,19,22,0.55,0.21,1404.8,7.0,2.4,NONE,0,16,33601.8
AF-O08848-F1-model_v6,AF,A,538,534,0.8273,83.3,4.3,5550.1,296.2,317,151,66,0.59,0.28,138.2,3.9,1.3,NONE,0,352,5550.1
AF-O08849-F1-model_v6,AF,A,211,207,0.8015,102.5,13.5,2127.8,250.0,126,58,23,0.61,0.28,162.4,12.2,2.4,NONE,0,30,2127.8
AF-O08850-F1-model_v6,AF,A,181,177,0.7793,94.7,13.9,1958.2,218.5,119,43,15,0.67,0.24,136.4,10.1,7.0,NONE,0,18,1958.2
AF-O08856-F1-model_v6,AF,A,602,598,0.8427,51.2,4.4,2262.0,153.7,218,299,81,0.36,0.5,124.8,11.2,0.9,NONE,0,576,2262.0
AF-O08858-F1-model_v6,AF,A,362,358,0.7732,169.6,30.9,2997.3,368.8,244,76,38,0.68,0.21,246.6,5.7,3.3,NONE,0,158,2997.3
AF-O08859-F1-model_v6,AF,A,275,271,0.8458,12.0,1.2,234.3,35.3,43,175,53,0.16,0.65,51.2,5.3,2.1,NONE,0,54,234.3
AF-O08863-F1-model_v6,AF,A,600,596,0.8526,56.2,1.6,1649.9,157.2,294,187,115,0.49,0.31,110.4,4.2,2.0,NONE,0,430,1649.9
AF-O08884-F1-model_v6,AF,A,159,155,0.4089,5.2,3.9,77.2,8.3,8,138,9,0.05,0.89,29.3,4.1,0.7,NONE,0,153,77.2
AF-O08899-F1-model_v6,AF,A,205,201,0.839,60.9,3.3,1876.5,182.4,100,62,39,0.5,0.31,117.4,6.9,2.1,NONE,0,75,1876.5
AF-O08900-F1-model_v6,AF,A,507,503,0.8717,32.6,1.7,3208.1,162.6,164,237,102,0.33,0.47,70.3,20.2,1.1,NONE,0,327,3208.1
AF-O08901-F1-model_v6,AF,A,1058,1054,0.8501,41.5,1.9,1645.4,118.7,373,450,231,0.35,0.43,111.2,4.4,1.5,NONE,0,869,1645.4
AF-O08908-F1-model_v6,AF,A,722,718,0.8294,97.1,5.0,5533.0,302.4,356,271,91,0.5,0.38,186.2,11.8,3.0,NONE,0,454,5533.0
AF-O08911-F1-model_v6,AF,A,367,363,0.8709,63.9,2.6,2452.1,215.0,159,154,50,0.44,0.42,134.4,11.3,1.7,NONE,0,212,2452.1
AF-O08912-F1-model_v6,AF,A,559,555,0.8859,47.7,2.0,2755.9,180.9,209,257,89,0.38,0.46,118.2,6.3,1.5,NONE,0,14,2755.9
AF-O08914-F1-model_v6,AF,A,579,575,0.8437,92.5,3.2,5906.7,315.7,313,180,82,0.54,0.31,167.3,3.9,1.0,NONE,0,38,5906.7
AF-O08915-F1-model_v6,AF,A,330,326,0.8208,119.6,8.1,6061.2,417.9,193,93,40,0.59,0.29,198.9,5.9,1.3,NONE,0,199,6061.2
AF-O08917-F1-model_v6,AF,A,428,424,0.7235,209.9,69.1,4812.3,443.8,303,94,27,0.71,0.22,290.4,10.1,1.3,NONE,0,322,4812.3
AF-O08918-F1-model_v6,AF,A,344,340,0.8279,175.5,13.4,9309.4,611.1,211,104,25,0.62,0.31,278.9,7.3,3.4,NONE,0,7,9309.4
AF-O08919-F1-model_v6,AF,A,604,600,0.9104,79.0,2.0,9383.6,445.9,173,310,117,0.29,0.52,254.3,9.7,3.3,NONE,0,183,9383.6
AF-O08934-F1-model_v6,AF,A,530,526,0.8221,18.9,1.9,643.5,52.0,96,301,129,0.18,0.57,63.6,11.8,2.1,NONE,0,204,643.5
AF-O08966-F1-model_v6,AF,A,556,552,0.8186,176.4,28.5,21271.9,974.4,424,89,39,0.77,0.16,228.5,5.0,1.8,NONE,0,503,21271.9
AF-O08967-F1-model_v6,AF,A,399,395,0.8226,115.8,4.9,5471.6,372.3,218,135,42,0.55,0.34,207.6,3.4,0.7,NONE,0,38,5471.6
AF-O08969-F1-model_v6,AF,A,144,140,0.8807,77.4,3.2,2460.9,269.0,44,80,16,0.31,0.57,192.6,28.8,3.4,NONE,0,113,2460.9
AF-O08970-F1-model_v6,AF,A,390,386,0.781,351.7,93.1,22821.8,1382.2,242,121,23,0.63,0.31,544.7,32.4,0.8,NONE,0,116,22821.8
AF-O08976-F1-model_v6,AF,A,174,170,0.9213,143.5,2.6,5847.3,625.5,54,94,22,0.32,0.55,423.8,16.0,0.6,NONE,0,16,5847.3
AF-O08983-F1-model_v6,AF,A,704,700,0.8392,91.0,6.7,6361.5,374.5,335,276,89,0.48,0.39,179.1,12.5,2.7,NONE,0,61,6361.5
AF-O08989-F1-model_v6,AF,A,208,204,0.8572,70.1,4.4,2668.8,247.4,87,93,24,0.43,0.46,150.6,12.5,1.2,NONE,0,174,2668.8
AF-O08992-F1-model_v6,AF,A,299,295,0.8716,32.1,1.2,1424.6,110.8,84,152,59,0.28,0.52,100.1,6.5,1.4,NONE,0,17,1424.6
AF-O08997-F1-model_v6,AF,A,68,64,0.7427,37.6,4.3,233.7,61.2,28,28,8,0.44,0.44,79.9,5.9,0.4,NONE,0,50,233.7
AF-O08999-F1-model_v6,AF,A,1813,1809,0.7915,4.9,0.9,344.8,16.5,188,1064,557,0.1,0.59,12.8,5.1,1.9,NONE,0,925,344.8
AF-O09000-F1-model_v6,AF,A,1398,1394,0.8949,25.8,1.3,2698.9,126.4,298,634,462,0.21,0.45,108.1,4.7,1.7,NONE,0,1183,2698.9
AF-O09005-F1-model_v6,AF,A,323,319,0.8085,97.9,8.2,1456.7,219.5,213,70,36,0.67,0.22,145.4,3.1,1.6,NONE,0,199,1456.7
AF-O09008-F1-model_v6,AF,A,321,317,0.879,125.6,3.5,5941.0,506.8,160,118,39,0.5,0.37,240.8,10.1,2.5,NONE,0,13,5941.0
AF-O09009-F1-model_v6,AF,A,332,328,0.883,65.7,3.1,5489.4,347.6,141,143,44,0.43,0.44,127.2,23.7,4.9,NONE,0,19,5489.4
AF-O09010-F1-model_v6,AF,A,378,374,0.8954,87.3,2.9,5404.1,382.3,172,156,46,0.46,0.42,180.6,9.2,3.7,NONE,0,17,5404.1
AF-O09012-F1-model_v6,AF,A,639,635,0.827,150.4,16.1,9977.1,625.5,432,113,90,0.68,0.18,218.8,7.1,1.9,NONE,0,146,9977.1
AF-O09030-F1-model_v6,AF,A,424,420,0.9274,68.5,2.4,6404.1,412.6,73,286,61,0.17,0.68,335.1,14.7,1.7,NONE,0,354,6404.1
AF-O09035-F1-model_v6,AF,A,87,83,0.7269,136.8,44.3,1710.9,250.7,61,17,5,0.73,0.2,185.2,3.0,0.4,NONE,0,8,1710.9
AF-O09037-F1-model_v6,AF,A,175,171,0.8822,49.8,2.0,1239.0,158.7,60,82,29,0.35,0.48,129.7,7.6,3.8,NONE,0,16,1239.0
AF-O09039-F1-model_v6,AF,A,548,544,0.8418,23.5,2.0,807.9,75.5,132,307,105,0.24,0.56,77.8,7.5,2.1,NONE,0,68,807.9
AF-O09043-F1-model_v6,AF,A,419,415,0.9095,35.8,1.7,1989.6,160.0,97,248,70,0.23,0.6,128.0,9.4,1.6,NONE,0,8,1989.6
AF-O09044-F1-model_v6,AF,A,210,206,0.6582,178.5,98.9,5641.0,422.4,149,43,14,0.72,0.21,244.6,7.3,0.9,NONE,0,26,5641.0
AF-O09046-F1-model_v6,AF,A,630,626,0.8784,74.3,3.2,6421.1,322.0,261,276,89,0.42,0.44,166.7,10.5,0.9,NONE,0,496,6421.1
AF-O09047-F1-model_v6,AF,A,477,473,0.809,137.2,18.0,9558.7,508.2,273,121,79,0.58,0.26,234.3,6.0,2.2,NONE,0,189,9558.7
AF-O09049-F1-model_v6,AF,A,174,170,0.8799,67.9,1.8,2006.5,210.2,57,79,34,0.34,0.46,190.8,4.6,9.0,NONE,0,16,2006.5
AF-O09051-F1-model_v6,AF,A,106,102,0.8169,147.8,8.7,1910.9,336.0,63,29,10,0.62,0.28,234.9,9.2,0.9,NONE,0,13,1910.9
AF-O09053-F1-model_v6,AF,A,1401,1397,0.8391,39.0,2.3,1922.9,116.5,583,541,273,0.42,0.39,87.2,5.7,2.0,NONE,0,246,1922.9
AF-O09061-F1-model_v6,AF,A,240,236,0.8937,79.3,3.4,3900.0,341.6,80,117,39,0.34,0.5,197.6,23.1,5.0,NONE,0,198,3900.0
AF-O09100-F1-model_v6,AF,A,480,476,0.8018,11.0,1.8,589.7,35.8,56,295,125,0.12,0.62,23.0,12.5,2.1,NONE,0,175,589.7
AF-O09101-F1-model_v6,AF,A,219,215,0.7823,235.3,47.8,7456.7,712.8,178,22,15,0.83,0.1,283.8,2.3,0.8,NONE,0,207,7456.7
AF-O09102-F1-model_v6,AF,A,504,500,0.8386,11.8,1.7,964.4,53.6,51,350,99,0.1,0.7,58.6,7.9,1.3,NONE,0,166,964.4
AF-O09105-F1-model_v6,AF,A,330,326,0.7984,49.6,5.8,1387.1,122.6,85,174,67,0.26,0.53,153.0,13.6,11.8,NONE,0,94,1387.1
AF-O09106-F1-model_v6,AF,A,482,478,0.8937,57.1,1.5,4303.7,292.0,189,195,94,0.4,0.41,134.0,8.5,3.5,NONE,0,120,4303.7
AF-O09107-F1-model_v6,AF,A,122,118,0.7673,207.5,29.9,3570.9,440.7,80,24,14,0.68,0.2,283.4,10.5,111.4,NONE,0,62,3570.9
AF-O09108-F1-model_v6,AF,A,141,137,0.9268,35.9,1.9,3221.0,276.2,24,101,12,0.18,0.74,178.2,6.3,0.9,NONE,0,8,3221.0
AF-O09110-F1-model_v6,AF,A,347,343,0.8421,66.5,3.6,1215.1,175.9,149,150,44,0.43,0.44,141.5,11.3,0.6,NONE,0,340,1215.1
AF-O09111-F1-model_v6,AF,A,151,147,0.7605,65.0,12.0,1484.8,154.7,64,58,25,0.44,0.39,115.7,27.7,21.7,NONE,0,83,1484.8
AF-O09112-F1-model_v6,AF,A,663,659,0.8569,21.4,1.7,683.9,68.1,163,331,165,0.25,0.5,72.1,6.1,2.0,NONE,0,301,683.9
AF-O09113-F1-model_v6,AF,A,325,321,0.9247,57.9,1.3,7194.1,419.4,79,126,116,0.25,0.39,226.1,3.1,2.8,NONE,0,115,7194.1
AF-O09114-F1-model_v6,AF,A,189,185,0.8285,20.4,1.7,480.3,54.5,47,109,29,0.25,0.59,56.1,9.6,3.6,NONE,0,166,480.3
AF-O09116-F1-model_v6,AF,A,238,234,0.7267,13.8,3.0,179.0,26.4,15,192,27,0.06,0.82,0.2,15.1,12.0,NONE,0,86,179.0
AF-O09117-F1-model_v6,AF,A,261,257,0.8118,157.0,11.9,4600.4,424.4,158,73,26,0.61,0.28,250.4,10.2,1.4,NONE,0,116,4600.4
AF-O09118-F1-model_v6,AF,A,604,600,0.8973,21.6,1.2,1332.7,99.8,137,348,115,0.23,0.58,66.0,8.3,8.9,NONE,0,11,1332.7
AF-O09126-F1-model_v6,AF,A,861,857,0.9028,37.5,1.7,2279.6,171.7,181,552,124,0.21,0.64,138.1,12.7,1.0,NONE,0,13,2279.6
AF-O09127-F1-model_v6,AF,A,1004,1000,0.8612,22.8,1.7,1321.2,84.3,265,568,167,0.27,0.57,70.2,7.0,1.5,NONE,0,553,1321.2
AF-O09130-F1-model_v6,AF,A,412,408,0.8543,19.6,1.8,558.1,61.6,66,243,99,0.16,0.6,79.6,9.9,3.3,NONE,0,214,558.1
AF-O09131-F1-model_v6,AF,A,240,236,0.8435,89.0,4.7,1775.3,238.2,142,67,27,0.6,0.28,144.8,6.4,0.6,NONE,0,145,1775.3
AF-O09133-F1-model_v6,AF,A,150,146,0.8032,60.3,7.2,960.0,146.0,17,108,21,0.12,0.74,337.2,27.7,4.0,NONE,0,5,960.0
AF-O09158-F1-model_v6,AF,A,503,499,0.8112,85.7,4.5,2188.5,201.9,304,140,55,0.61,0.28,138.7,3.7,1.6,NONE,0,17,2188.5
AF-O09159-F1-model_v6,AF,A,1013,1009,0.8641,31.5,1.6,2594.7,114.0,316,529,164,0.31,0.52,86.4,8.1,1.2,NONE,0,228,2594.7
AF-O09160-F1-model_v6,AF,A,377,373,0.8811,80.6,3.4,2878.4,275.7,167,145,61,0.45,0.39,166.8,7.3,18.8,NONE,0,19,2878.4
AF-O09161-F1-model_v6,AF,A,415,411,0.8386,49.5,3.1,1732.8,143.0,184,159,68,0.45,0.39,101.8,6.4,8.8,NONE,0,5,1732.8
AF-O09164-F1-model_v6,AF,A,251,247,0.8917,117.4,2.1,4790.9,422.7,89,113,45,0.36,0.46,317.6,5.9,1.5,NONE,0,51,4790.9
AF-O09165-F1-model_v6,AF,A,405,401,0.877,37.9,2.2,2181.2,155.5,168,173,60,0.42,0.43,78.8,11.1,0.9,NONE,0,304,2181.2
AF-O09167-F1-model_v6,AF,A,160,156,0.8839,35.1,2.7,1798.8,168.0,42,94,20,0.27,0.6,112.2,8.0,0.3,NONE,0,119,1798.8
AF-O09172-F1-model_v6,AF,A,274,270,0.8373,51.3,2.4,2480.6,173.7,130,116,24,0.48,0.43,99.9,7.2,1.4,NONE,0,115,2480.6
AF-O09173-F1-model_v6,AF,A,445,441,0.7957,6.2,1.0,203.7,17.0,72,297,72,0.16,0.67,11.3,6.2,0.9,NONE,0,376,203.7
AF-O09174-F1-model_v6,AF,A,381,377,0.8305,45.6,2.2,975.3,112.9,171,135,71,0.45,0.36,94.4,7.1,1.1,NONE,0,244,975.3
AF-O09198-F1-model_v6,AF,A,153,149,0.6941,144.7,58.8,1547.4,239.3,119,14,16,0.8,0.09,177.8,10.9,15.9,NONE,0,103,1547.4
AF-O35047-F1-model_v6,AF,A,217,213,0.7771,242.2,75.5,12001.0,892.0,159,41,13,0.75,0.19,321.9,10.1,0.4,NONE,0,164,12001.0
AF-O35054-F1-model_v6,AF,A,210,206,0.8096,224.9,20.3,3074.6,520.1,124,69,13,0.6,0.33,368.4,9.2,0.9,NONE,0,144,3074.6
AF-O35066-F1-model_v6,AF,A,796,792,0.8269,108.4,8.0,3819.2,297.2,373,313,106,0.47,0.4,218.1,13.6,2.4,NONE,0,598,3819.2
AF-O35071-F1-model_v6,AF,A,1100,1096,0.8493,54.4,3.6,5061.1,226.9,444,495,157,0.41,0.45,123.9,9.1,1.2,NONE,0,449,5061.1
AF-O35074-F1-model_v6,AF,A,501,497,0.8174,87.6,6.3,2350.7,220.0,288,146,63,0.58,0.29,148.8,4.3,1.3,NONE,0,309,2350.7
AF-O35075-F1-model_v6,AF,A,297,293,0.7968,12.6,2.6,1015.3,61.8,40,231,22,0.14,0.79,5.9,14.9,0.7,NONE,0,218,1015.3
AF-O35082-F1-model_v6,AF,A,1014,1010,0.8766,88.1,3.0,6157.9,348.9,506,366,138,0.5,0.36,171.0,6.0,1.7,NONE,0,17,6157.9
AF-O35083-F1-model_v6,AF,A,285,281,0.8366,107.2,8.5,3685.2,327.0,152,97,32,0.54,0.35,192.7,7.7,2.8,NONE,0,8,3685.2
AF-O35084-F1-model_v6,AF,A,507,503,0.8031,82.1,6.4,1547.5,182.9,292,148,63,0.58,0.29,138.2,5.3,2.4,NONE,0,465,1547.5
AF-O35085-F1-model_v6,AF,A,564,560,0.8754,31.6,1.2,1693.5,108.6,108,255,197,0.19,0.46,132.3,8.9,5.8,NONE,0,528,1693.5
AF-O35089-F1-model_v6,AF,A,160,156,0.7255,207.3,74.3,7365.2,622.2,134,13,9,0.86,0.08,241.1,2.4,0.8,NONE,0,80,7365.2
AF-O35098-F1-model_v6,AF,A,572,568,0.8579,39.8,2.1,1223.1,113.9,201,282,85,0.35,0.5,97.5,10.4,1.1,NONE,0,68,1223.1
AF-O35099-F1-model_v6,AF,A,1380,1376,0.8199,52.2,3.6,2652.0,148.8,699,443,234,0.51,0.32,98.3,6.1,1.6,NONE,0,652,2652.0
AF-O35103-F1-model_v6,AF,A,423,419,0.9017,18.1,0.9,1608.5,103.5,75,249,95,0.18,0.59,21.8,23.3,1.6,NONE,0,19,1608.5
AF-O35111-F1-model_v6,AF,A,409,405,0.7894,136.3,20.6,3917.4,322.4,258,81,66,0.64,0.2,212.3,3.7,2.0,NONE,0,20,3917.4
AF-O35114-F1-model_v6,AF,A,478,474,0.8588,44.0,2.0,1628.2,134.0,189,222,63,0.4,0.47,103.0,6.0,0.8,NONE,0,434,1628.2
AF-O35118-F1-model_v6,AF,A,397,393,0.8108,59.7,4.7,1069.8,138.9,218,122,53,0.55,0.31,104.3,4.9,2.8,NONE,0,16,1069.8
AF-O35125-F1-model_v6,AF,A,340,336,0.8567,29.1,0.9,785.6,82.7,122,139,75,0.36,0.41,70.2,7.6,2.0,NONE,0,9,785.6
AF-O35126-F1-model_v6,AF,A,1175,1171,0.8791,21.9,1.5,2080.3,95.0,167,675,329,0.14,0.58,113.0,9.0,2.0,NONE,0,1016,2080.3
AF-O35127-F1-model_v6,AF,A,126,122,0.7836,125.9,21.1,1302.0,259.7,82,28,12,0.67,0.23,184.1,7.3,5.4,NONE,0,61,1302.0
AF-O35129-F1-model_v6,AF,A,299,295,0.8174,193.7,20.3,9943.3,698.0,184,88,23,0.62,0.3,305.6,10.2,1.2,NONE,0,26,9943.3
AF-O35130-F1-model_v6,AF,A,244,240,0.8636,47.0,2.2,1612.2,159.9,77,131,32,0.32,0.55,123.2,13.3,2.0,NONE,0,139,1612.2
AF-O35134-F1-model_v6,AF,A,1717,1713,0.8365,69.0,3.2,2117.0,187.8,869,612,232,0.51,0.36,129.9,7.9,2.0,NONE,0,143,2117.0
AF-O35136-F1-model_v6,AF,A,837,833,0.8841,30.5,2.5,2704.0,147.1,119,590,124,0.14,0.71,137.6,15.0,1.6,NONE,0,713,2704.0
AF-O35137-F1-model_v6,AF,A,399,395,0.8609,24.3,1.3,773.5,76.5,73,214,108,0.18,0.54,77.3,17.4,2.0,NONE,0,394,773.5
AF-O35143-F1-model_v6,AF,A,106,102,0.7417,159.6,39.9,1753.8,291.3,64,25,13,0.63,0.25,252.6,4.3,0.6,NONE,0,86,1753.8
AF-O35144-F1-model_v6,AF,A,541,537,0.8422,54.1,2.4,1867.7,164.8,220,199,118,0.41,0.37,126.4,4.9,2.0,NONE,0,209,1867.7
AF-O35149-F1-model_v6,AF,A,430,426,0.804,149.7,18.1,3767.9,383.7,243,122,61,0.57,0.29,256.4,10.9,2.4,NONE,0,292,3767.9
AF-O35153-F1-model_v6,AF,A,111,107,0.5728,437.2,212.2,3588.8,587.9,107,0,0,1.0,0.0,437.2,,,NONE,0,93,3588.8
AF-O35160-F1-model_v6,AF,A,302,298,0.862,36.7,1.7,1204.5,115.2,77,140,81,0.26,0.47,128.3,6.1,2.5,NONE,0,267,1204.5
AF-O35164-F1-model_v6,AF,A,246,242,0.8443,12.9,1.2,544.8,46.4,53,158,31,0.22,0.65,15.1,14.5,1.2,NONE,0,8,544.8
AF-O35166-F1-model_v6,AF,A,212,208,0.5864,339.2,219.7,3796.5,449.8,189,14,5,0.91,0.07,372.9,5.9,1.2,NONE,0,82,3796.5
AF-O35173-F1-model_v6,AF,A,497,493,0.8289,197.8,28.2,7362.9,658.6,351,94,48,0.71,0.19,276.6,3.7,2.1,NONE,0,195,7362.9
AF-O35174-F1-model_v6,AF,A,477,473,0.7734,133.6,20.7,2681.2,281.9,345,88,40,0.73,0.19,178.3,17.8,2.4,NONE,0,319,2681.2
AF-O35177-F1-model_v6,AF,A,833,829,0.875,66.8,2.6,3559.3,248.0,305,348,176,0.37,0.42,175.3,4.7,1.7,NONE,0,793,3559.3
AF-O35181-F1-model_v6,AF,A,713,709,0.9041,51.7,1.6,3619.8,214.7,144,361,204,0.2,0.51,236.6,5.1,3.6,NONE,0,374,3619.8
AF-O35182-F1-model_v6,AF,A,495,491,0.9308,40.8,1.3,4073.1,262.1,112,281,98,0.23,0.57,160.4,6.5,2.4,NONE,0,163,4073.1
AF-O35185-F1-model_v6,AF,A,411,407,0.8454,61.3,2.8,1278.6,164.4,134,165,108,0.33,0.41,177.8,5.7,1.7,NONE,0,151,1278.6
AF-O35188-F1-model_v6,AF,A,395,391,0.9002,49.3,1.6,2037.1,190.4,80,224,87,0.2,0.57,220.3,6.6,2.1,NONE,0,356,2037.1
AF-O35205-F1-model_v6,AF,A,263,259,0.8131,9.5,1.1,211.8,25.0,46,172,41,0.18,0.66,18.4,9.2,0.6,NONE,0,261,211.8
AF-O35206-F1-model_v6,AF,A,1367,1363,0.8588,21.3,1.5,1841.9,82.6,129,866,368,0.09,0.64,38.8,25.5,5.2,NONE,0,615,1841.9
AF-O35207-F1-model_v6,AF,A,114,110,0.789,172.4,11.4,1770.2,345.3,57,43,10,0.52,0.39,325.6,5.4,16.7,NONE,0,33,1770.2
AF-O35214-F1-model_v6,AF,A,337,333,0.759,160.9,35.5,4277.9,378.7,246,65,22,0.74,0.2,215.0,9.8,2.0,NONE,0,99,4277.9
AF-O35215-F1-model_v6,AF,A,118,114,0.8071,37.9,2.3,881.3,97.1,40,53,21,0.35,0.46,85.0,16.8,1.2,NONE,0,26,881.3
AF-O35216-F1-model_v6,AF,A,134,130,0.6909,91.1,37.4,1084.5,149.3,83,36,11,0.64,0.28,130.1,28.8,1.0,NONE,0,92,1084.5
AF-O35218-F1-model_v6,AF,A,782,778,0.8699,51.5,3.1,3742.5,207.6,284,369,125,0.37,0.47,128.9,7.3,6.2,NONE,0,408,3742.5
AF-O35219-F1-model_v6,AF,A,1162,1158,0.8627,42.2,1.9,2166.1,141.0,410,486,262,0.35,0.42,113.2,4.1,2.0,NONE,0,1047,2166.1
AF-O35226-F1-model_v6,AF,A,376,372,0.8582,119.8,6.3,3060.9,375.7,194,120,58,0.52,0.32,220.1,13.6,4.1,NONE,0,236,3060.9
AF-O35227-F1-model_v6,AF,A,789,785,0.8988,54.7,1.6,2408.5,207.4,206,419,160,0.26,0.53,186.3,9.8,2.5,NONE,0,676,2408.5
AF-O35228-F1-model_v6,AF,A,228,224,0.7366,15.1,3.6,227.7,27.9,19,178,27,0.08,0.79,1.2,18.5,1.9,NONE,0,165,227.7
AF-O35231-F1-model_v6,AF,A,824,820,0.7832,77.6,12.2,3193.2,212.7,449,274,97,0.55,0.33,134.9,10.5,1.6,NONE,0,622,3193.2
AF-O35235-F1-model_v6,AF,A,316,312,0.8808,81.1,2.4,4030.7,294.7,87,174,51,0.28,0.56,238.9,25.4,1.9,NONE,0,55,4030.7
AF-O35239-F1-model_v6,AF,A,593,589,0.8477,70.6,2.5,2019.4,207.9,271,228,90,0.46,0.39,140.6,14.5,1.7,NONE,0,384,2019.4
AF-O35242-F1-model_v6,AF,A,920,916,0.8668,35.5,1.2,1460.1,109.2,319,468,129,0.35,0.51,83.4,12.3,1.1,NONE,0,257,1460.1
AF-O35245-F1-model_v6,AF,A,966,962,0.8313,76.9,5.3,7846.2,309.6,497,287,178,0.52,0.3,144.2,6.8,2.1,NONE,0,468,7846.2
AF-O35250-F1-model_v6,AF,A,697,693,0.738,160.6,51.9,8699.1,477.2,553,91,49,0.8,0.13,200.0,6.5,2.3,NONE,0,660,8699.1
AF-O35253-F1-model_v6,AF,A,426,422,0.9314,57.0,1.5,4981.0,315.2,106,226,90,0.25,0.54,185.8,18.7,1.7,NONE,0,92,4981.0
AF-O35256-F1-model_v6,AF,A,227,223,0.7506,217.4,50.4,4936.0,499.9,168,35,20,0.75,0.16,287.2,5.0,3.1,NONE,0,145,4936.0
AF-O35257-F1-model_v6,AF,A,230,226,0.6923,140.1,46.8,1809.3,230.1,161,50,15,0.71,0.22,191.3,17.0,0.7,NONE,0,58,1809.3
AF-O35261-F1-model_v6,AF,A,457,453,0.8325,26.7,2.7,838.6,80.1,110,259,84,0.24,0.57,73.9,14.8,1.4,NONE,0,269,838.6
AF-O35280-F1-model_v6,AF,A,476,472,0.8604,37.4,1.7,816.8,106.9,166,215,91,0.35,0.46,95.4,7.5,2.4,NONE,0,390,816.8
AF-O35284-F1-model_v6,AF,A,125,121,0.7082,199.3,73.7,3855.3,429.5,76,37,8,0.63,0.31,296.8,41.3,4.0,NONE,0,65,3855.3
AF-O35286-F1-model_v6,AF,A,795,791,0.8578,86.5,4.1,12694.6,485.1,398,295,98,0.5,0.37,165.3,8.3,1.7,NONE,0,41,12694.6
AF-O35290-F1-model_v6,AF,A,156,152,0.9141,125.3,2.1,3940.3,460.3,67,72,13,0.44,0.47,280.3,3.5,0.6,NONE,0,10,3940.3
AF-O35291-F1-model_v6,AF,A,155,151,0.9298,185.7,2.3,7240.8,776.0,63,76,12,0.42,0.5,439.2,4.7,1.2,NONE,0,15,7240.8
AF-O35292-F1-model_v6,AF,A,155,151,0.8771,69.2,2.3,2039.9,225.2,63,75,13,0.42,0.5,160.7,4.3,0.6,NONE,0,17,2039.9
AF-O35295-F1-model_v6,AF,A,324,320,0.8208,37.7,3.9,881.1,99.1,93,161,66,0.29,0.5,106.6,12.2,2.8,NONE,0,116,881.1
AF-O35298-F1-model_v6,AF,A,574,570,0.8367,53.0,2.2,2880.7,170.8,296,176,98,0.52,0.31,98.2,4.4,3.3,NONE,0,484,2880.7
AF-O35304-F1-model_v6,AF,A,530,526,0.7585,129.4,30.4,3201.1,301.3,395,90,41,0.75,0.17,169.1,12.1,3.9,NONE,0,233,3201.1
AF-O35305-F1-model_v6,AF,A,625,621,0.9096,31.6,1.6,2305.3,149.8,89,379,153,0.14,0.61,185.2,7.7,1.3,NONE,0,225,2305.3
AF-O35308-F1-model_v6,AF,A,492,488,0.7376,132.9,32.9,4856.9,314.9,353,92,43,0.72,0.19,178.7,15.2,8.3,NONE,0,146,4856.9
AF-O35309-F1-model_v6,AF,A,314,310,0.8029,49.0,8.3,1673.2,132.6,112,170,28,0.36,0.55,122.1,8.6,1.1,NONE,0,273,1673.2
AF-O35310-F1-model_v6,AF,A,311,307,0.8383,36.8,2.8,2143.1,140.6,137,121,49,0.45,0.39,75.2,5.7,6.4,NONE,0,107,2143.1
AF-O35316-F1-model_v6,AF,A,621,617,0.7506,82.4,17.1,3174.6,196.3,443,113,61,0.72,0.18,113.0,6.2,1.2,NONE,0,544,3174.6
AF-O35317-F1-model_v6,AF,A,434,430,0.8022,203.7,13.5,9771.9,616.1,245,113,72,0.57,0.26,352.3,5.4,9.5,NONE,0,161,9771.9
AF-O35324-F1-model_v6,AF,A,132,128,0.8632,24.4,1.3,506.8,73.9,28,79,21,0.22,0.62,69.5,14.6,1.3,NONE,0,121,506.8
AF-O35326-F1-model_v6,AF,A,269,265,0.9198,23.9,0.9,2006.8,149.4,51,137,77,0.19,0.52,102.8,6.7,2.1,NONE,0,156,2006.8
AF-O35343-F1-model_v6,AF,A,521,517,0.7601,91.6,21.5,2857.8,221.0,371,90,56,0.72,0.17,125.2,9.1,2.0,NONE,0,224,2857.8
AF-O35344-F1-model_v6,AF,A,521,517,0.7688,101.2,17.1,4206.5,265.3,377,81,59,0.73,0.16,136.8,7.1,3.1,NONE,0,77,4206.5
AF-O35345-F1-model_v6,AF,A,536,532,0.7463,85.7,19.3,1389.0,166.4,386,91,55,0.73,0.17,115.8,8.7,2.4,NONE,0,47,1389.0
AF-O35347-F1-model_v6,AF,A,198,194,0.6945,317.1,143.6,5760.7,673.7,173,13,8,0.89,0.07,355.5,0.7,1.3,NONE,0,17,5760.7
AF-O35348-F1-model_v6,AF,A,457,453,0.8175,35.3,4.6,1778.6,116.5,26,340,87,0.06,0.75,62.8,33.0,36.1,NONE,0,111,1778.6
